locID,mapID,locRegion,locName,mapCheckID,event,itemID,itemName,quantity,progression,nice,party,crew,item,script,skill,landmark,entrance,exit
0019,mp0408,Pirate Ship Eleftheria,Stairwell,TBOX01,0,773,Logbook 4,1,0,0,0,0,1,mp0408:EV_M05S152_ED,0,0,0,0
0020,mp0408,Pirate Ship Eleftheria,Stairwell,TBOX02,0,614,King Pumpkin,2,0,0,0,0,1,--------,0,0,0,0
0021,mp0408,Pirate Ship Eleftheria,Stairwell,TBOX03,0,537,Ripe Mango,2,0,0,0,0,1,--------,0,0,0,0
0022,mp0408,Pirate Ship Eleftheria,Stairwell,TBOX04,0,328,Essence Stone,1,0,0,0,0,1,--------,0,0,0,0
0023,mp1104,Nameless Coast,Cliffs South - Treebridge,TBOX01,0,151,Bone Necklace,1,0,0,0,0,1,--------,0,0,0,0
0024,mp1104,Nameless Coast,Cliffs South - Treebridge,TBOX02,0,532,Mango,2,0,0,0,0,1,--------,0,0,0,0
0025,mp1104,Nameless Coast,Cliffs South - Treebridge,TBOX03,0,628,Bait,10,0,0,0,0,1,--------,0,0,0,0
0026,mp1106,Nameless Coast,Cliffs North,TBOX01,0,176,Warrior's Mark,1,0,0,0,0,1,--------,0,0,0,0
0027,mp1107,Great River Valley,Cliffs,TBOX01,0,195,Hero's Belt,1,0,0,0,0,1,--------,0,0,0,0
0028,mp1107,Great River Valley,Cliffs,TBOX02,0,528,Beastiary Potion,1,0,0,0,0,1,--------,0,0,0,0
0029,mp1108,Beast Hills,Valley (Where Hummel Joins),TBOX01,0,537,Ripe Mango,1,0,0,0,0,1,--------,0,0,0,0
0030,mp1109,Beast Hills,Collapsed Cliff,TBOX01,0,537,Ripe Mango,1,0,0,0,0,1,--------,0,0,0,0
0031,mp1109,Beast Hills,Collapsed Cliff,TBOX02,0,404,Gwaranga Pincer,2,0,0,0,0,1,--------,0,0,0,0
0032,mp1109,Beast Hills,Collapsed Cliff,TBOX03,0,526,Spirit Elixir,1,0,1,0,0,1,--------,0,0,0,0
0033,mp1111,Nameless Coast,Shoreline South of Boulder,TBOX01,0,419,Digitalis Leaf,3,0,0,0,0,1,--------,0,0,0,0
0034,mp1112,Nameless Coast,Shoreline North of Boulder,TBOX01,0,535,Ripe Crudberry,1,0,0,0,0,1,--------,0,0,0,0
0035,mp1112,Nameless Coast,Shoreline North of Boulder,TBOX02,0,326,Iron Ore,3,0,0,0,0,1,--------,0,0,0,0
0036,mp1113,White Sand Cape,North of Starting Shore,TBOX01,0,316,Sturdy Lumber,3,0,0,0,0,1,--------,0,0,0,0
0037,mp1114,Longhorn Coast,Reja Shore,TBOX01,0,521,Bitter Remedy,3,0,0,0,0,1,--------,0,0,0,0
0038,mp1114,Longhorn Coast,Reja Shore,TBOX03,0,326,Iron Ore,5,0,0,0,0,1,--------,0,0,0,0
0039,mp1115,Longhorn Coast,Eastern Shore,TBOX01,0,536,Ripe Coconut,1,0,0,0,0,1,--------,0,0,0,0
0040,mp1115,Longhorn Coast,Eastern Shore,TBOX02,0,252,Needle Wristband,1,0,0,0,0,1,--------,0,0,0,0
0041,mp1116,Nostalgia Cape,Nostalgia Cape,TBOX01,0,628,Bait,5,0,0,0,0,1,--------,0,0,0,0
0042,mp1117,Roaring Seashore,Metavolicalis,TBOX01,0,537,Ripe Mango,1,0,0,0,0,1,--------,0,0,0,0
0043,mp1117,Roaring Seashore,Metavolicalis,TBOX02,0,761,T's Memo A,1,1,0,0,0,1,--------,0,0,0,0
0044,mp1120,Great River Valley,Large Shoreline,TBOX01,0,609,Sweet Pepper,5,0,0,0,0,1,--------,0,0,0,0
0045,mp1120,Great River Valley,Large Shoreline,TBOX02,0,526,Spirit Elixir,1,0,1,0,0,1,--------,0,0,0,0
0046,mp1120,Great River Valley,Large Shoreline,TBOX03,0,520,Sweet Remedy,3,0,0,0,0,1,--------,0,0,0,0
0047,mp1120t3,Great River Valley,Large Shoreline - Dawn,TBOX01,0,609,Sweet Pepper,5,0,0,0,0,1,--------,0,0,0,0
0048,mp1120t3,Great River Valley,Large Shoreline - Dawn,TBOX02,0,526,Spirit Elixir,1,0,1,0,0,1,--------,0,0,0,0
0049,mp1120t3,Great River Valley,Large Shoreline - Dawn,TBOX03,0,520,Sweet Remedy,3,0,0,0,0,1,--------,0,0,0,0
0050,mp1123,Solitude Island,Cave,TBOX01,0,777,Monolith Fragment,1,0,0,0,0,1,--------,0,0,0,0
0051,mp1131,Nameless Coast,Northwest of Laxia,TBOX01,0,326,Iron Ore,3,0,0,0,0,1,--------,0,0,0,0
0052,mp1132,White Sand Cape,Cobalt Crag,TBOX01,0,628,Bait,5,0,0,0,0,1,--------,0,0,0,0
0053,mp1132,White Sand Cape,Cobalt Crag,TBOX02,0,525,Life Elixir,1,0,0,0,0,1,--------,0,0,0,0
0054,mp1132,White Sand Cape,Cobalt Crag,TBOX03,0,275,Blue Bracelet,1,0,0,0,0,1,--------,0,0,0,0
0055,mp1133,White Sand Cape,Alison's Shore,TBOX01,0,419,Digitalis Leaf,3,0,0,0,0,1,--------,0,0,0,0
0056,mp1134,White Sand Cape,Coral Shore,TBOX01,0,258,Dark Glove,1,0,0,0,0,1,--------,0,0,0,0
0057,mp1134,White Sand Cape,Coral Shore,TBOX02,0,760,T's Memo,1,1,0,0,0,1,--------,0,0,0,0
0058,mp1135,Roaring Seashore,Parasequoia,TBOX01,0,503,Revive Medicine,1,0,0,0,0,1,--------,0,0,0,0
0059,mp1135,Roaring Seashore,Parasequoia,TBOX02,0,254,Stone Glove,1,0,0,0,0,1,--------,0,0,0,0
0060,mp1301,Towering Coral Forest,Entrance,TBOX01,0,520,Sweet Remedy,3,0,0,0,0,1,--------,0,0,0,0
0061,mp1301,Towering Coral Forest,Entrance,TBOX02,0,510,Antidote,5,0,0,0,0,1,--------,0,0,0,0
0062,mp1301t2,Towering Coral Forest (Night),Entrance,TBOX01,0,405,Bullfrodon Mucus,1,0,0,0,0,1,--------,0,0,0,0
0063,mp1301t2,Towering Coral Forest (Night),Entrance,TBOX02,0,537,Ripe Mango,1,0,0,0,0,1,--------,0,0,0,0
0064,mp1301t2,Towering Coral Forest (Night),Entrance,TBOX03,0,437,Glow Rock,1,0,0,0,0,1,--------,0,0,0,0
0065,mp1302,Towering Coral Forest,Walkways,TBOX03,0,259,Bandit Gloves,1,0,0,0,0,1,--------,0,0,0,0
0066,mp1302,Towering Coral Forest,Walkways,TBOX04,0,163,Snake Amulet,1,0,0,0,0,1,--------,0,0,0,0
0067,mp1302,Towering Coral Forest,Walkways,TBOX05,0,524,Defense Elixir,1,0,0,0,0,1,--------,0,0,0,0
0068,mp1302,Towering Coral Forest,Walkways,TBOX06,0,401,Remex,5,0,0,0,0,1,--------,0,0,0,0
0069,mp1302t2,Towering Coral Forest (Night),Walkways,TBOX01,0,628,Bait,5,0,0,0,0,1,--------,0,0,0,0
0070,mp1302t2,Towering Coral Forest (Night),Walkways,TBOX02,0,422,Accursed Shell,3,0,0,0,0,1,--------,0,0,0,0
0071,mp1302t2,Towering Coral Forest (Night),Walkways,TBOX03,0,419,Digitalis Leaf,5,0,0,0,0,1,--------,0,0,0,0
0072,mp1302t2,Towering Coral Forest (Night),Walkways,TBOX04,0,436,Large Pearl,1,0,0,0,0,1,--------,0,0,0,0
0073,mp1303,Towering Coral Forest,After Mid-Boss,TBOX01,0,536,Ripe Coconut,1,0,0,0,0,1,--------,0,0,0,0
0074,mp1303,Towering Coral Forest,After Mid-Boss,TBOX02,0,326,Iron Ore,5,0,0,0,0,1,--------,0,0,0,0
0075,mp1303,Towering Coral Forest,After Mid-Boss,TBOX03,0,503,Revive Medicine,1,0,0,0,0,1,--------,0,0,0,0
0076,mp1303,Towering Coral Forest,After Mid-Boss,TBOX04,0,583,Spiral Manual,1,0,1,0,0,1,--------,0,0,0,0
0077,mp1303t2,Towering Coral Forest (Night),After Mid-Boss,TBOX01,0,515,Hemostatic,3,0,0,0,0,1,--------,0,0,0,0
0078,mp1303t2,Towering Coral Forest (Night),After Mid-Boss,TBOX02,0,516,Remedy,3,0,0,0,0,1,--------,0,0,0,0
0079,mp1304,Towering Coral Forest,Rainbow Falls,TBOX01,0,326,Iron Ore,3,0,0,0,0,1,--------,0,0,0,0
0080,mp1304,Towering Coral Forest,Rainbow Falls,TBOX02,0,569,Recipe Book/Mushroom Omelet,1,1,0,0,0,1,--------,0,0,0,0
0081,mp1304,Towering Coral Forest,Rainbow Falls,TBOX03,0,510,Antidote,3,0,0,0,0,1,--------,0,0,0,0
0082,mp1304,Towering Coral Forest,Rainbow Falls,TBOX04,0,180,Red Cape,1,0,0,0,0,1,--------,0,0,0,0
0083,mp1304,Towering Coral Forest,Rainbow Falls,TBOX05,0,523,Strength Elixir,1,0,0,0,0,1,--------,0,0,0,0
0084,mp1304t2,Towering Coral Forest (Night),Rainbow Falls,TBOX01,0,532,Mango,5,0,0,0,0,1,--------,0,0,0,0
0085,mp1304t2,Towering Coral Forest (Night),Rainbow Falls,TBOX02,0,521,Bitter Remedy,2,0,0,0,0,1,--------,0,0,0,0
0086,mp1304t2,Towering Coral Forest (Night),Rainbow Falls,TBOX03,0,476,Prismatic Jewel,1,1,0,0,0,1,--------,0,0,0,0
0087,mp1305,Towering Coral Forest,Midpoint,TBOX01,0,535,Ripe Crudberry,2,0,0,0,0,1,--------,0,0,0,0
0088,mp1306t2,Towering Coral Forest (Night),Mid-Boss Arena,TBOX01,0,321,Beautiful Flower,5,0,0,0,0,1,--------,0,0,0,0
0089,mp1307,Towering Coral Forest,End,TBOX01,0,536,Ripe Coconut,1,0,0,0,0,1,--------,0,0,0,0
0090,mp1307t2,Towering Coral Forest (Night),End,TBOX01,0,311,Sterile Mucus,5,0,0,0,0,1,--------,0,0,0,0
0091,mp2101,Nameless Coast,Forested Area (Gravel Spot),TBOX01,0,155,Blade Ring,1,0,0,0,0,1,--------,0,0,0,0
0092,mp2101,Nameless Coast,Forested Area (Gravel Spot),TBOX02,0,400,Beast Claw,3,0,0,0,0,1,--------,0,0,0,0
0093,mp2102,Great River Valley,Falls,TBOX01,0,628,Bait,5,0,0,0,0,1,--------,0,0,0,0
0094,mp2102,Great River Valley,Falls,TBOX02,0,199,Tiger Claw,1,0,1,0,0,1,--------,0,0,0,0
0095,mp2102,Great River Valley,Falls,TBOX03,0,524,Defense Elixir,1,0,0,0,0,1,--------,0,0,0,0
0096,mp2102,Great River Valley,Falls,TBOX04,0,535,Ripe Crudberry,3,0,0,0,0,1,--------,0,0,0,0
0097,mp2102,Great River Valley,Falls,TBOX05,0,165,Lightning Amulet,1,0,0,0,0,1,--------,0,0,0,0
0098,mp2104,Water and Wood Hills,Near Silent Tower,TBOX01,0,446,Saurian Scale,2,0,0,0,0,1,--------,0,0,0,0
0099,mp2104,Water and Wood Hills,Near Silent Tower,TBOX02,0,269,Bolt Bracelet,1,0,0,0,0,1,--------,0,0,0,0
0100,mp2105,Water and Wood Hills,Foggy Forest,TBOX01,0,193,Athlete Belt,1,0,0,0,0,1,--------,0,0,0,0
0101,mp2301,Schlamm Jungle,Entrance,TBOX01,0,160,Shield earring II,1,0,0,0,0,1,--------,0,0,0,0
0102,mp2301,Schlamm Jungle,Entrance,TBOX02,0,571,Recipe Book/Colorful Meuniere,1,1,0,0,0,1,--------,0,0,0,0
0103,mp2301,Schlamm Jungle,Entrance,TBOX03,0,424,Salamandine Hide,3,0,0,0,0,1,--------,0,0,0,0
0104,mp2302,Schlamm Jungle,North of Entrance,TBOX01,0,512,Antiparalytic,5,0,0,0,0,1,--------,0,0,0,0
0105,mp2304,Schlamm Jungle,Mid-Boss Arena,TBOX01,0,740,Float Shoes,1,1,0,0,0,1,--------,0,0,0,0
0106,mp2305,Schlamm Jungle,Small Passage,TBOX01,0,536,Ripe Coconut,1,0,0,0,0,1,--------,0,0,0,0
0107,mp2305,Schlamm Jungle,Small Passage,TBOX02,0,152,Bone Necklace II,1,0,0,0,0,1,--------,0,0,0,0
0108,mp2306,Schlamm Jungle,Muddy Passage,TBOX01,0,584,Fairy Manual,1,0,1,0,0,1,--------,0,0,0,0
0109,mp2306,Schlamm Jungle,Muddy Passage,TBOX02,0,590,Forest Guide,1,0,1,0,0,1,--------,0,0,0,0
0110,mp2307,Schlamm Jungle,End,TBOX01,0,524,Defense Elixir,1,0,0,0,0,1,--------,0,0,0,0
0111,mp3101,Weathervane Hills,South of Nameless Coast Rockslide,TBOX01,0,503,Revive Medicine,1,0,0,0,0,1,--------,0,0,0,0
0112,mp3101,Weathervane Hills,South of Nameless Coast Rockslide,TBOX02,0,762,T's Memo B,1,1,0,0,0,1,--------,0,0,0,0
0113,mp3102,Weathervane Hills,Zephyr Hill,TBOX01,0,190,Blood Fang,1,0,0,0,0,1,--------,0,0,0,0
0114,mp3103,Great River Valley,Lookout Tower,TBOX01,0,260,Blue Glove,1,0,0,0,0,1,--------,0,0,0,0
0115,mp3104,Great River Valley,Chimney Rock,TBOX01,0,511,Eye Drops,5,0,0,0,0,1,--------,0,0,0,0
0116,mp3106,Western Foot of Gendarme,Moutain Base,TBOX01,0,312,Sparkling Mucus,2,0,0,0,0,1,--------,0,0,0,0
0117,mp3107,Western Foot of Gendarme,Near Cavern of the Ancient King,TBOX01,0,171,Pyrios Talisman,1,0,0,0,0,1,--------,0,0,0,0
0118,mp3109,The Primordial Passage,Dana's Tree,TBOX01,0,827,Big Seed,1,0,0,0,0,1,--------,0,0,0,0
0119,mp3109,The Primordial Passage,Dana's Tree,TBOX02,0,515,Hemostatic,3,0,0,0,0,1,--------,0,0,0,0
0120,mp4103,Mountain Pinnacle Trail,Top,TBOX01,0,327,Tektite Ore,2,0,0,0,0,1,--------,0,0,0,0
0121,mp4104,Mountain Pinnacle Trail,Outside First Cave Exit,TBOX01,0,510,Antidote,5,0,0,0,0,1,--------,0,0,0,0
0122,mp4104,Mountain Pinnacle Trail,Outside First Cave Exit,TBOX02,0,327,Tektite Ore,2,0,0,0,0,1,--------,0,0,0,0
0123,mp4106,Mountain Pinnacle Trail,Lower Mountain Trail,TBOX01,0,257,Red Glove,1,0,0,0,0,1,--------,0,0,0,0
0124,mp4108,Mountain Pinnacle Trail,Outside Second Cave Entrance,TBOX01,0,524,Defense Elixir,1,0,0,0,0,1,--------,0,0,0,0
0125,mp4108,Mountain Pinnacle Trail,Outside Second Cave Entrance,TBOX02,0,612,Shiny Corn,5,0,0,0,0,1,--------,0,0,0,0
0126,mp4110,Vista Ridge,Vista Ridge Upper,TBOX01,0,523,Strength Elixir,1,0,0,0,0,1,--------,0,0,0,0
0127,mp4110,Vista Ridge,Vista Ridge Upper,TBOX02,0,328,Essence Stone,2,0,0,0,0,1,--------,0,0,0,0
0128,mp4301,Eroded Valley,Entrance,TBOX01,0,511,Eye Drops,3,0,0,0,0,1,--------,0,0,0,0
0129,mp4301,Eroded Valley,Entrance,TBOX02,0,167,Crow Amulet,1,0,0,0,0,1,--------,0,0,0,0
0130,mp4301,Eroded Valley,Entrance,TBOX03,0,326,Iron Ore,3,0,0,0,0,1,--------,0,0,0,0
0131,mp4301,Eroded Valley,Entrance,TBOX04,0,687,Eyedrop Formula,1,0,0,0,0,1,--------,0,0,0,0
0132,mp4301,Eroded Valley,Entrance,TBOX05,0,522,Hermit's Elixir,1,0,0,0,0,1,--------,0,0,0,0
0133,mp4302,Eroded Valley,Cave,TBOX01,0,510,Antidote,5,0,0,0,0,1,--------,0,0,0,0
0134,mp4302,Eroded Valley,Cave,TBOX02,0,523,Strength Elixir,1,0,0,0,0,1,--------,0,0,0,0
0135,mp4302,Eroded Valley,Cave,TBOX03,0,537,Ripe Mango,1,0,0,0,0,1,--------,0,0,0,0
0136,mp4303,Eroded Valley,Dark Passage,TBOX01,0,527,Tempest Elixir,1,0,0,0,0,1,--------,0,0,0,0
0137,mp4305,Eroded Valley,Midpoint,TBOX01,0,438,Stalactite,3,0,0,0,0,1,--------,0,0,0,0
0138,mp4305,Eroded Valley,Midpoint,TBOX02,0,500,Heal Potion,1,0,0,0,0,1,--------,0,0,0,0
0139,mp4305,Eroded Valley,Midpoint,TBOX03,0,510,Antidote,3,0,0,0,0,1,--------,0,0,0,0
0140,mp4306,Eroded Valley,Mid-Boss Arena,TBOX01,0,739,Glow Stone,1,1,0,0,0,1,--------,0,0,0,0
0141,mp4307,Eroded Valley,Webbed Walkways,TBOX01,0,585,Wild Manual,1,0,1,0,0,1,--------,0,0,0,0
0142,mp4307,Eroded Valley,Webbed Walkways,TBOX02,0,186,Hunter Hat,1,0,0,0,0,1,--------,0,0,0,0
0143,mp4307,Eroded Valley,Webbed Walkways,TBOX03,0,512,Antiparalytic,3,0,0,0,0,1,--------,0,0,0,0
0144,mp4308,Eroded Valley,End,TBOX01,0,156,Blade Ring II,1,0,0,0,0,1,--------,0,0,0,0
0145,mp4331,Mont Gendarme,Entrance,TBOX01,0,780,Sweet Pepper Seeds,1,0,0,0,0,1,--------,0,0,0,0
0146,mp4331t2,Mont Gendarme (Night),Entrance,TBOX01,0,514,Burn Medicine,3,0,0,0,0,1,--------,0,0,0,0
0147,mp4333,Mont Gendarme,Southern Lower Cliffside Trail,TBOX01,0,512,Antiparalytic,3,0,0,0,0,1,--------,0,0,0,0
0148,mp4333,Mont Gendarme,Southern Lower Cliffside Trail,TBOX02,0,763,T's Memo C,1,1,0,0,0,1,--------,0,0,0,0
0149,mp4333t2,Mont Gendarme (Night),Southern Lower Cliffside Trail,TBOX01,0,628,Bait,5,0,0,0,0,1,--------,0,0,0,0
0150,mp4333t2,Mont Gendarme (Night),Southern Lower Cliffside Trail,TBOX02,0,443,Rigid Fiber,1,0,0,0,0,1,--------,0,0,0,0
0151,mp4333t2,Mont Gendarme (Night),Southern Lower Cliffside Trail,TBOX03,0,476,Prismatic Jewel,1,1,0,0,0,1,--------,0,0,0,0
0152,mp4334,Mont Gendarme,Northern Lower Cliffside Trail,TBOX01,0,307,Beast Hide,2,0,0,0,0,1,--------,0,0,0,0
0153,mp4334,Mont Gendarme,Northern Lower Cliffside Trail,TBOX02,0,253,Iron Shield,1,0,0,0,0,1,--------,0,0,0,0
0154,mp4334,Mont Gendarme,Northern Lower Cliffside Trail,TBOX03,0,689,Blood Formula,1,0,0,0,0,1,--------,0,0,0,0
0155,mp4334t2,Mont Gendarme (Night),Northern Lower Cliffside Trail,TBOX01,0,537,Ripe Mango,1,0,0,0,0,1,--------,0,0,0,0
0156,mp4334t2,Mont Gendarme (Night),Northern Lower Cliffside Trail,TBOX02,0,199,Tiger Claw,1,0,1,0,0,1,--------,0,0,0,0
0157,mp4335,Mont Gendarme,Outside Cabin,TBOX01,0,525,Life Elixir,1,0,0,0,0,1,--------,0,0,0,0
0158,mp4336,Mont Gendarme,Cliffside Midpoint,TBOX01,0,537,Ripe Mango,1,0,0,0,0,1,--------,0,0,0,0
0159,mp4336,Mont Gendarme,Cliffside Midpoint,TBOX02,0,602,Seiren Wheat,5,0,0,0,0,1,--------,0,0,0,0
0160,mp4336t2,Mont Gendarme (Night),Cliffside Midpoint,TBOX01,0,436,Large Pearl,1,0,0,0,0,1,--------,0,0,0,0
0161,mp4337t2,Mont Gendarme (Night),Mid-Boss Arena,TBOX01,0,437,Glow Rock,3,0,0,0,0,1,--------,0,0,0,0
0162,mp4338,Mont Gendarme,Upper Cliffs 1,TBOX01,0,327,Tektite Ore,2,0,0,0,0,1,--------,0,0,0,0
0163,mp4338,Mont Gendarme,Upper Cliffs 1,TBOX02,0,803,Rainbow Pigment,1,0,0,0,0,1,--------,0,0,0,0
0164,mp4338t2,Mont Gendarme (Night),Upper Cliffs 1,TBOX01,0,520,Sweet Remedy,5,0,0,0,0,1,--------,0,0,0,0
0165,mp4339,Mont Gendarme,Upper Cliffs 2,TBOX01,0,537,Ripe Mango,1,0,0,0,0,1,--------,0,0,0,0
0166,mp4339t2,Mont Gendarme (Night),Upper Cliffs 2,TBOX01,0,603,Pheasant Egg,5,0,0,0,0,1,--------,0,0,0,0
0167,mp5101,Titis Primeval Forest,Exit to Pangaia Plains,TBOX01,0,153,Bone Necklace III,1,0,0,0,0,1,--------,0,0,0,0
0168,mp5102,Titis Primeval Forest,Near Primordial Den,TBOX01,0,273,Black Bracelet,1,0,0,0,0,1,--------,0,0,0,0
0169,mp5102,Titis Primeval Forest,Near Primordial Den,TBOX02,0,515,Hemostatic,3,0,0,0,0,1,--------,0,0,0,0
0170,mp5102,Titis Primeval Forest,Near Primordial Den,TBOX03,0,327,Tektite Ore,3,0,0,0,0,1,--------,0,0,0,0
0171,mp5103,Titis Primeval Forest,Entrance from Temple Approach,TBOX01,0,690,Delight Formula,1,0,0,0,0,1,--------,0,0,0,0
0172,mp6104,Towal Highway,Baja Tower Approach,TBOX01,0,327,Tektite Ore,5,0,0,0,0,1,--------,0,0,0,0
0173,mp6106,Lodinia Marshland,Entrance from Vista Ridge,TBOX01,0,628,Bait,5,0,0,0,0,1,--------,0,0,0,0
0174,mp6106,Lodinia Marshland,Entrance from Vista Ridge,TBOX02,0,328,Essence Stone,2,0,0,0,0,1,--------,0,0,0,0
0175,mp6106,Lodinia Marshland,Entrance from Vista Ridge,TBOX03,0,183,Blue Moon Talisman,1,0,0,0,0,1,--------,0,0,0,0
0176,mp6107,Lodinia Marshland,Near Submerged Cemetery,TBOX01,0,328,Essence Stone,2,0,0,0,0,1,--------,0,0,0,0
0177,mp6107,Lodinia Marshland,Near Submerged Cemetery,TBOX02,0,267,Prickly Band,1,0,0,0,0,1,--------,0,0,0,0
0178,mp6108,Lodinia Marshland,Valley of Kings - Camp,TBOX01,0,620,Empty Bottle,1,0,0,0,0,1,--------,0,0,0,0
0179,mp6108t3,Lodinia Marshland,Valley of Kings - Camp (Dawn),TBOX01,0,620,Empty Bottle,1,0,0,0,0,1,--------,0,0,0,0
0180,mp6109,Eternal Hill,Eternal Hill,TBOX01,0,196,Legend's Belt,1,0,0,0,0,1,--------,0,0,0,0
0181,mp6111,Pangaia Plains,Pond,TBOX01,0,512,Antiparalytic,5,0,0,0,0,1,--------,0,0,0,0
0182,mp6111t2,Pangaia Plains (Night),Pond,TBOX01,0,476,Prismatic Jewel,1,1,0,0,0,1,--------,0,0,0,0
0183,mp6112,Pangaia Plains,Ancient Tree,TBOX01,0,161,Shield Earrings III,1,0,0,0,0,1,--------,0,0,0,0
0184,mp6112t2,Pangaia Plains (Night),Ancient Tree,TBOX01,0,436,Large Pearl,1,0,0,0,0,1,--------,0,0,0,0
0185,mp6113,Lodinia Marshland,Muddy Lake,TBOX01,0,522,Hermit's Elixir,1,0,0,0,0,1,--------,0,0,0,0
0186,mp6113,Lodinia Marshland,Muddy Lake,TBOX02,0,328,Essence Stone,2,0,0,0,0,1,--------,0,0,0,0
0187,mp6113,Lodinia Marshland,Muddy Lake,TBOX03,0,465,Dandale Horn,1,0,0,0,0,1,--------,0,0,0,0
0188,mp6114,Lodinia Marshland,Exit to Valley of Kings,TBOX01,0,179,Warrior's Mark IV,1,0,0,0,0,1,--------,0,0,0,0
0189,mp6114,Lodinia Marshland,Exit to Valley of Kings,TBOX02,0,462,Starry Shell,2,0,0,0,0,1,--------,0,0,0,0
0190,mp6114,Lodinia Marshland,Exit to Valley of Kings,TBOX03,0,461,Lunar Wings,2,0,0,0,0,1,--------,0,0,0,0
0191,mp6115,Towal Highway,Cliff Overlooking Chasm,TBOX01,0,783,Shiny Corn Seeds,1,0,0,0,0,1,--------,0,0,0,0
0192,mp6116,Pangaia Plains,Northern Plains,TBOX01,0,515,Hemostatic,3,0,0,0,0,1,--------,0,0,0,0
0193,mp6116,Pangaia Plains,Northern Plains,TBOX02,0,178,Warrior's Mark III,1,0,0,0,0,1,--------,0,0,0,0
0194,mp6116t2,Pangaia Plains (Night),Northern Plains,TBOX01,0,515,Hemostatic,5,0,0,0,0,1,--------,0,0,0,0
0195,mp6201,The Ruins of Eternia,Central District,TBOX02,0,542,Hope Stone,1,0,0,0,0,1,--------,0,0,0,0
0196,mp6201,The Ruins of Eternia,Central District,TBOX01,0,436,Large Pearl,1,0,0,0,0,1,--------,0,0,0,0
0197,mp6213,The Ruins of Eternia,Eastern Entrance,TBOX01,0,270,Heavy Gauntlet,1,0,0,0,0,1,--------,0,0,0,0
0198,mp6213,The Ruins of Eternia,Eastern Entrance,TBOX02,0,327,Tektite Ore,2,0,0,0,0,1,--------,0,0,0,0
0199,mp6213,The Ruins of Eternia,Eastern Entrance,TBOX03,0,444,Vivine Bitters,2,0,0,0,0,1,--------,0,0,0,0
0200,mp6214,The Ruins of Eternia,Residence,TBOX01,0,819,Snowflake Soap,1,0,0,0,0,1,--------,0,0,0,0
0201,mp6214,The Ruins of Eternia,Residence,TBOX02,0,736,Windy Vestment,1,0,0,0,0,1,--------,0,0,0,0
0202,mp6305,Octus Overlook,Path of the Ocean Era,TBOX01,0,628,Bait,10,0,0,0,0,1,--------,0,0,0,0
0203,mp6305,Octus Overlook,Path of the Ocean Era,TBOX02,0,498,Pure Orichalcum,1,0,1,0,0,1,--------,0,0,0,0
